,POPESTIMATE2015,STATE,COUNTY
1498,28429,28,145
1499,14638,28,147
1500,47485,28,149
1501,48130,28,151
1502,20566,28,153
1503,9899,28,155
1504,9122,28,157
1505,18317,28,159
1506,12447,28,161
1507,27387,28,163
1508,6083672,29,0
1509,25378,29,1
1510,17296,29,3
1511,5306,29,5
1512,26096,29,7
1513,35829,29,9
1514,11880,29,11
1515,16446,29,13
1516,18670,29,15
1517,12182,29,17
1518,174974,29,19
1519,89100,29,21
1520,42951,29,23
1521,9014,29,25
1522,44834,29,27
1523,44237,29,29
1524,78572,29,31
1525,8992,29,33
1526,6263,29,35
1527,101603,29,37
1528,13934,29,39
1529,7589,29,41
1530,83279,29,43
1531,6801,29,45
1532,235637,29,47
1533,20609,29,49
1534,76720,29,51
1535,17642,29,53
1536,24526,29,55
1537,7595,29,57
1538,16393,29,59
1539,8253,29,61
1540,12687,29,63
1541,15593,29,65
1542,13373,29,67
1543,30895,29,69
1544,102426,29,71
1545,14858,29,73
1546,6692,29,75
1547,288072,29,77
1548,10097,29,79
1549,8615,29,81
1550,21737,29,83
1551,9201,29,85
1552,4484,29,87
1553,10139,29,89
1554,40117,29,91
1555,10125,29,93
1556,687623,29,95
1557,118596,29,97
1558,224124,29,99
1559,53951,29,101
1560,3910,29,103
1561,35473,29,105
1562,32701,29,107
1563,38180,29,109
1564,10207,29,111
1565,54696,29,113
1566,12308,29,115
1567,15028,29,117
1568,22643,29,119
1569,15335,29,121
1570,12408,29,123
1571,8963,29,125
1572,28880,29,127
1573,3694,29,129
1574,25113,29,131
1575,14036,29,133
1576,15963,29,135
1577,8583,29,137
1578,11703,29,139
1579,20171,29,141
1580,18208,29,143
1581,58615,29,145
1582,22810,29,147
1583,10953,29,149
1584,13628,29,151
1585,9409,29,153
1586,17482,29,155
1587,19183,29,157
1588,42255,29,159
1589,44794,29,161
1590,18348,29,163
1591,96096,29,165
1592,31229,29,167
1593,53221,29,169
1594,4858,29,171
1595,10196,29,173
1596,25104,29,175
1597,22810,29,177
1598,6432,29,179
1599,13802,29,181
1600,385590,29,183
1601,9440,29,185
1602,17919,29,186
1603,66520,29,187
1604,1003362,29,189
1605,23258,29,195
1606,4436,29,197
1607,4854,29,199
1608,39008,29,201
1609,8258,29,203
1610,6128,29,205
1611,29862,29,207
1612,30943,29,209
1613,6353,29,211
1614,54592,29,213
1615,25690,29,215
1616,20826,29,217
1617,33513,29,219
1618,24788,29,221
1619,13405,29,223
1620,37483,29,225
1621,2057,29,227
1622,18268,29,229
1623,315685,29,510
1624,1032949,30,0
1625,9300,30,1
1626,13242,30,3
1627,6577,30,5
1628,5689,30,7
1629,10408,30,9
1630,1180,30,11
1631,82278,30,13
1632,5767,30,15
1633,12135,30,17
1634,1760,30,19
1635,9625,30,21
1636,9139,30,23
1637,3190,30,25
1638,11427,30,27
1639,96165,30,29
1640,100739,30,31
1641,1314,30,33
1642,13647,30,35
1643,827,30,37
1644,3240,30,39
1645,16572,30,41
1646,11645,30,43
1647,1926,30,45
1648,29457,30,47
1649,66418,30,49
1650,2408,30,51
1651,19052,30,53
1652,1683,30,55
1653,7915,30,57
1654,1830,30,59
1655,4251,30,61
1656,114181,30,63
1657,4582,30,65
1658,15972,30,67
1659,475,30,69
1660,4169,30,71
1661,6184,30,73
1662,1773,30,75
1663,6840,30,77
1664,1160,30,79
1665,41373,30,81
1666,11960,30,83
1667,11476,30,85
1668,9398,30,87
1669,11336,30,89
1670,3687,30,91
1671,34622,30,93
1672,9486,30,95
1673,3634,30,97
1674,6104,30,99
1675,5087,30,101
1676,697,30,103
1677,7659,30,105
1678,2110,30,107
1679,1130,30,109
1680,157048,30,111
1681,1896190,31,0
1682,31587,31,1
1683,6414,31,3
1684,456,31,5
1685,788,31,7
1686,487,31,9
1687,5315,31,11
1688,11337,31,13
1689,2006,31,15
1690,2946,31,17
1691,48863,31,19
1692,6585,31,21
1693,8115,31,23
1694,25512,31,25
1695,8564,31,27
1696,3956,31,29
1697,5848,31,31
1698,10167,31,33
1699,6309,31,35
1700,10520,31,37
1701,9125,31,39
1702,10806,31,41
1703,20781,31,43
1704,9055,31,45
1705,23886,31,47
1706,1921,31,49
1707,5797,31,51
1708,36706,31,53
1709,550064,31,55
1710,1799,31,57
1711,5619,31,59
1712,2985,31,61
1713,2624,31,63
1714,4862,31,65
1715,21900,31,67
1716,1918,31,69
1717,2028,31,71
1718,1973,31,73
1719,641,31,75
1720,2429,31,77
1721,61680,31,79
1722,9190,31,81
1723,3452,31,83
1724,932,31,85
1725,2883,31,87
1726,10313,31,89
1727,732,31,91
1728,6409,31,93
1729,7263,31,95
1730,5173,31,97
1731,6585,31,99
1732,8063,31,101
1733,804,31,103
1734,3689,31,105
1735,8543,31,107
1736,306468,31,109
1737,35656,31,111
1738,777,31,113
1739,585,31,115
1740,475,31,117
1741,35039,31,119
1742,7787,31,121
1743,4854,31,123
1744,3595,31,125
1745,7046,31,127
1746,4329,31,129
1747,15984,31,131
1748,2659,31,133
1749,2944,31,135
1750,9296,31,137
1751,7208,31,139
1752,32847,31,141
1753,5202,31,143
1754,10829,31,145
1755,8094,31,147
1756,1381,31,149
1757,14282,31,151
1758,175692,31,153
1759,21016,31,155
1760,36261,31,157
1761,17110,31,159
1762,5220,31,161
1763,3091,31,163
1764,1260,31,165
1765,5937,31,167
1766,5163,31,169
1767,684,31,171
1768,7064,31,173
1769,4154,31,175
1770,20248,31,177
1771,9367,31,179
1772,3625,31,181
1773,750,31,183
1774,13806,31,185
1775,2890845,32,0
1776,24200,32,1
1777,2114801,32,3
1778,47710,32,5
1779,51935,32,7
1780,829,32,9
1781,2016,32,11
1782,17019,32,13
1783,5903,32,15
1784,5036,32,17
1785,52585,32,19
1786,4478,32,21
1787,42477,32,23
1788,6634,32,27
1789,3987,32,29
1790,446903,32,31
1791,9811,32,33
1792,54521,32,510
1793,1330608,33,0
1794,60641,33,1
1795,47285,33,3
1796,75909,33,5
1797,31212,33,7
1798,89320,33,9
1799,406678,33,11
1800,147994,33,13
1801,301777,33,15
1802,126825,33,17
1803,42967,33,19
1804,8958013,34,0
1805,274219,34,1
1806,938506,34,3
1807,450226,34,5
1808,510923,34,7
1809,94727,34,9
1810,155854,34,11
1811,797434,34,13
1812,291479,34,15
1813,674836,34,17
1814,125488,34,19
1815,371398,34,21
1816,840900,34,23
1817,628715,34,25
1818,499509,34,27
1819,588721,34,29
1820,510916,34,31
1821,64180,34,33
1822,333654,34,35
1823,143673,34,37
1824,555786,34,39
1825,106869,34,41
1826,2085109,35,0
1827,676685,35,1
1828,3456,35,3
1829,65764,35,5
1830,27329,35,6
1831,12414,35,7
1832,50398,35,9
1833,1828,35,11
1834,214295,35,13
1835,57578,35,15
1836,28609,35,17
1837,4371,35,19
1838,698,35,21
1839,4423,35,23
1840,71180,35,25
1841,19420,35,27
1842,17785,35,28
1843,24518,35,29
1844,76708,35,31
1845,4596,35,33
1846,64362,35,35
1847,8455,35,37
1848,39465,35,39
1849,19120,35,41
1850,139394,35,43
1851,118737,35,45
1852,27967,35,47
1853,148686,35,49
1854,11282,35,51
1855,17256,35,53
1856,32907,35,55
1857,15485,35,57
1858,4201,35,59
1859,75737,35,61
1860,19795791,36,0
1861,309381,36,1
1862,47462,36,3
1863,1455444,36,5
1864,196567,36,7
1865,77922,36,9
1866,78288,36,11
1867,130779,36,13
1868,87071,36,15
1869,48844,36,17
1870,81251,36,19
1871,61509,36,21
1872,48494,36,23
1873,46053,36,25
1874,295754,36,27
1875,922578,36,29
1876,38478,36,31
1877,50660,36,33
1878,53992,36,35
1879,58937,36,37
1880,47625,36,39
1881,4712,36,41
1882,63100,36,43
1883,117635,36,45
1884,2636735,36,47
1885,26957,36,49
1886,64717,36,51
1887,71849,36,53
1888,749600,36,55
1889,49642,36,57
1890,1361350,36,59
1891,1644518,36,61
1892,212652,36,63
1893,232500,36,65
1894,468463,36,67
1895,109561,36,69
1896,377647,36,71
1897,41582,36,73
1898,120146,36,75
1899,60636,36,77
1900,99042,36,79
1901,2339150,36,81
1902,160266,36,83
1903,474558,36,85
1904,326037,36,87
1905,111007,36,89
1906,226249,36,91
1907,154604,36,93
1908,31330,36,95
1909,18186,36,97
1910,34833,36,99
1911,97631,36,101
1912,1501587,36,103
1913,74877,36,105
1914,49453,36,107
1915,104926,36,109
1916,180143,36,111
1917,64688,36,113
1918,62230,36,115
1919,91446,36,117
1920,976396,36,119
1921,41013,36,121
1922,25048,36,123
1923,10042802,37,0
1924,158276,37,1
1925,37325,37,3
1926,10837,37,5
1927,25759,37,7
1928,27020,37,9
1929,17689,37,11
1930,47651,37,13
1931,20199,37,15
1932,34318,37,17
1933,122765,37,19
1934,253178,37,21
1935,88842,37,23
1936,196762,37,25
1937,81287,37,27
1938,10309,37,29
1939,68879,37,31
1940,22941,37,33
1941,155056,37,35
1942,70928,37,37
1943,27178,37,39
1944,14394,37,41
1945,10703,37,43
1946,96879,37,45
1947,56694,37,47
1948,103451,37,49
1949,323838,37,51
1950,25263,37,53
1951,35663,37,55
1952,164622,37,57
1953,41753,37,59
1954,59159,37,61
1955,300952,37,63
1956,54150,37,65
1957,369019,37,67
1958,63710,37,69
1959,213442,37,71
1960,11431,37,73
1961,8616,37,75
1962,58674,37,77
1963,21134,37,79
1964,517600,37,81
1965,52456,37,83
1966,128140,37,85
1967,59868,37,87
1968,112655,37,89
1969,24184,37,91
1970,52671,37,93
1971,5526,37,95
1972,169866,37,97
1973,41265,37,99
1974,185660,37,101
1975,10013,37,103
1976,59660,37,105
1977,58106,37,107
1978,81035,37,109
1979,44989,37,111
1980,34201,37,113
1981,21139,37,115
1982,23357,37,117
1983,1034070,37,119
1984,15246,37,121
1985,27548,37,123
1986,94352,37,125
1987,93919,37,127
1988,220358,37,129
1989,20426,37,131
1990,186311,37,133
1991,141354,37,135
1992,12781,37,137
1993,39829,37,139
1994,57611,37,141
1995,13440,37,143
1996,39259,37,145
1997,175842,37,147
1998,20366,37,149
1999,142799,37,151
2000,45437,37,153
2001,134197,37,155
2002,91758,37,157
2003,139142,37,159
2004,66390,37,161
2005,63724,37,163
2006,35509,37,165
2007,60714,37,167
2008,46351,37,169
2009,72743,37,171
2010,14434,37,173
2011,33211,37,175
2012,4070,37,177
2013,222742,37,179
2014,44568,37,181
2015,1024198,37,183
2016,20155,37,185
2017,12385,37,187
2018,52906,37,189
2019,124132,37,191
2020,68502,37,193
2021,81714,37,195
2022,37585,37,197
2023,17587,37,199
2024,756927,38,0
2025,2359,38,1
2026,11099,38,3
2027,6753,38,5
2028,936,38,7
2029,6716,38,9
2030,3294,38,11
2031,2308,38,13
2032,92991,38,15
2033,171512,38,17
2034,3828,38,19
2035,5104,38,21
2036,2450,38,23
2037,4646,38,25
2038,2365,38,27
2039,3402,38,29
2040,3356,38,31
2041,1845,38,33
2042,70916,38,35
2043,2388,38,37
2044,2314,38,39
2045,2704,38,41
2046,2417,38,43
2047,104236,54,61
2048,13506,54,63
2049,17524,54,65
2050,25594,54,67
2051,43066,54,69
2052,7229,54,71
2053,7674,54,73
2054,8607,54,75
2055,33940,54,77
2056,56848,54,79
2057,77510,54,81
2058,29126,54,83
2059,9982,54,85
2060,14435,54,87
2061,13239,54,89
2062,16912,54,91
2063,6966,54,93
2064,8975,54,95
2065,24758,54,97
2066,40971,54,99
2067,8755,54,101
2068,15816,54,103
2069,5880,54,105
2070,86452,54,107
2071,22151,54,109
2072,5771337,55,0
2073,20148,55,1
2074,15843,55,3
2075,45563,55,5
2076,14977,55,7
2077,258718,55,9
2078,13192,55,11
2079,15159,55,13
2080,49762,55,15
2081,63531,55,17
2082,34445,55,19
2083,56743,55,21
2084,16391,55,23
2085,523643,55,25
2086,88502,55,27
2087,27554,55,29
2088,43601,55,31
2089,44497,55,33
2090,102105,55,35
2091,4464,55,37
2092,101973,55,39
2093,9057,55,41
2094,52250,55,43
2095,37186,55,45
2096,18856,55,47
2097,23813,55,49
2098,5794,55,51
2099,20554,55,53
2100,84559,55,55
2101,26224,55,57
2102,168437,55,59
2103,20366,55,61
2104,118212,55,63
2105,16829,55,65
2106,19223,55,67
2107,27980,55,69
2108,79806,55,71
2109,135868,55,73
2110,40884,55,75
2111,15075,55,77
2112,4573,55,78
2113,957735,55,79
2114,45549,55,81
2115,37435,55,83
2116,35567,55,85
2117,183245,55,87
2118,87850,55,89
2119,7290,55,91
2120,40889,55,93
2121,43441,55,95
2122,70408,55,97
2123,13645,55,99
2124,195080,55,101
2125,17495,55,103
2126,161448,55,105
2127,14124,55,107
2128,87513,55,109
2129,63642,55,111
2130,16376,55,113
2131,41304,55,115
2132,115569,55,117
2133,20455,55,119
2134,29550,55,121
2135,30506,55,123
2136,21387,55,125
2137,102804,55,127
2138,15552,55,129
2139,133674,55,131
2140,396488,55,133
2141,51945,55,135
2142,24033,55,137
2143,169546,55,139
2144,73435,55,141
2145,586107,56,0
2146,37956,56,1
2147,12022,56,3
2148,49220,56,5
2149,15559,56,7
2150,14236,56,9
2151,7444,56,11
2152,40315,56,13
2153,13383,56,15
2154,4741,56,17
2155,8585,56,19
2156,97121,56,21
2157,18722,56,23
2158,82178,56,25
2159,2542,56,27
2160,29228,56,29
2161,8812,56,31
2162,30009,56,33
2163,9899,56,35
2164,44626,56,37
2165,23125,56,39
2166,20822,56,41
2167,8328,56,43
2168,7234,56,45
2169,4125,38,45
2170,1935,38,47
2171,5968,38,49
2172,2759,38,51
2173,12826,38,53
2174,9744,38,55
2175,8853,38,57
2176,30310,38,59
2177,10331,38,61
2178,2968,38,63
2179,1846,38,65
2180,7091,38,67
2181,4312,38,69
2182,11630,38,71
2183,5448,38,73
2184,2571,38,75
2185,16402,38,77
2186,14649,38,79
2187,3876,38,81
2188,1310,38,83
2189,4370,38,85
2190,767,38,87
2191,32154,38,89
2192,1956,38,91
2193,21103,38,93
2194,2272,38,95
2195,8014,38,97
2196,10897,38,99
2197,71275,38,101
2198,4168,38,103
2199,35294,38,105
2200,11613423,39,0
2201,28024,39,1
2202,104425,39,3
2203,53213,39,5
2204,98632,39,7
2205,65886,39,9
2206,45876,39,11
2207,69154,39,13
2208,43839,39,15
2209,376353,39,17
2210,27811,39,19
2211,38987,39,21
2212,135959,39,23
2213,201973,39,25
2214,41917,39,27
2215,104806,39,29
2216,36569,39,31
2217,42306,39,33
2218,1255921,39,35
2219,52076,39,37
2220,38352,39,39
2221,193013,39,41
2222,75550,39,43
2223,151408,39,45
2224,28679,39,47
2225,1251722,39,49
2226,42537,39,51
2227,30142,39,53
2228,94102,39,55
2229,164427,39,57
2230,39258,39,59
2231,807598,39,61
2232,75573,39,63
2233,31682,39,65
2234,15450,39,67
2235,27816,39,69
2236,43026,39,71
2237,28491,39,73
2238,43909,39,75
2239,58469,39,77
2240,32596,39,79
2241,67347,39,81
2242,61061,39,83
2243,229245,39,85
2244,61109,39,87
2245,170570,39,89
2246,45386,39,91
2247,305147,39,93
2248,433689,39,95
2249,44094,39,97
2250,231900,39,99
2251,65355,39,101
2252,176395,39,103
2253,23257,39,105
2254,40968,39,107
2255,104224,39,109
2256,14409,39,111
2257,532258,39,113
2258,14777,39,115
2259,35074,39,117
2260,86290,39,119
2261,14326,39,121
2262,40877,39,123
2263,18976,39,125
2264,35985,39,127
2265,56998,39,129
2266,28217,39,131
2267,162275,39,133
2268,41329,39,135
2269,34042,39,137
2270,121707,39,139
2271,77170,39,141
2272,59679,39,143
2273,76825,39,145
2274,55610,39,147
2275,48901,39,149
2276,375165,39,151
2277,541968,39,153
2278,203751,39,155
2279,92916,39,157
2280,54277,39,159
2281,28562,39,161
2282,13048,39,163
2283,224469,39,165
2284,61112,39,167
2285,116063,39,169
2286,37120,39,171
2287,129730,39,173
2288,22243,39,175
2289,3911338,40,0
2290,22004,40,1
2291,5868,40,3
2292,13793,40,5
2293,5427,40,7
2294,23768,40,9
2295,9833,40,11
2296,44884,40,13
2297,29343,40,15
2298,133378,40,17
2299,48689,40,19
2300,48447,40,21
2301,14997,40,23
2302,2216,40,25
2303,274458,40,27
2304,5651,40,29
2305,124648,40,31
2306,5996,40,33
2307,14818,40,35
2308,70892,40,37
2309,29744,40,39
2310,41459,40,41
2311,4995,40,43
2312,4231,40,45
2313,63569,40,47
2314,27755,40,49
2315,54648,40,51
2316,4523,40,53
2317,6070,40,55
2318,2788,40,57
2319,3754,40,59
2320,12845,40,61
2321,13735,40,63
2322,25574,40,65
2323,6276,40,67
2324,10980,40,69
2325,45366,40,71
2326,15584,40,73
2327,9144,40,75
2328,10483,40,77
2329,49605,40,79
2330,35042,40,81
2331,45996,40,83
2332,9870,40,85
2333,38066,40,87
2334,33048,40,89
2335,19990,40,91
2336,7771,40,93
2337,16232,40,95
2338,40887,40,97
2339,13936,40,99
2340,69699,40,101
2341,11554,40,103
2342,10539,40,105
2343,12181,40,107
2344,776864,40,109
2345,39187,40,111
2346,47887,40,113
2347,31981,40,115
2348,16436,40,117
2349,80850,40,119
2350,44610,40,121
2351,38194,40,123
2352,71875,40,125
2353,11183,40,127
2354,3788,40,129
2355,90802,40,131
2356,25548,40,133
2357,41153,40,135
2358,44581,40,137
2359,21489,40,139
2360,7515,40,141
2361,639242,40,143
2362,76559,40,145
2363,52021,40,147
2364,11661,40,149
2365,9304,40,151
2366,21559,40,153
2367,4028977,41,0
2368,16005,41,1
2369,87572,41,3
2370,401515,41,5
2371,37831,41,7
2372,49600,41,9
2373,63121,41,11
2374,21630,41,13
2375,22483,41,15
2376,175268,41,17
2377,107685,41,19
2378,1859,41,21
2379,7185,41,23
2380,7200,41,25
2381,23137,41,27
2382,212567,41,29
2383,22666,41,31
2384,84745,41,33
2385,66016,41,35
2386,7829,41,37
2387,362895,41,39
2388,47038,41,41
2389,120547,41,43
2390,30380,41,45
2391,330700,41,47
2392,11190,41,49
2393,790294,41,51
2394,79391,41,53
2395,1680,41,55
2396,25653,41,57
2397,76531,41,59
2398,25790,41,61
2399,6856,41,63
2400,25775,41,65
2401,574326,41,67
2402,1358,41,69
2403,102659,41,71
2404,12802503,42,0
2405,102295,42,1
2406,1230459,42,3
2407,67052,42,5
2408,168871,42,7
2409,48586,42,9
2410,415271,42,11
2411,125593,42,13
2412,61281,42,15
2413,627367,42,17
2414,186818,42,19
2415,136411,42,21
2416,4732,42,23
2417,63960,42,25
2418,160580,42,27
2419,515939,42,29
2420,39498,42,31
2421,80994,42,33
2422,39441,42,35
2423,66672,42,37
2424,86484,42,39
2425,246338,42,41
2426,272983,42,43
2427,563894,42,45
2428,30872,42,47
2429,278045,42,49
2430,133628,42,51
2431,7410,42,53
2432,153638,42,55
2433,14629,42,57
2434,37519,42,59
2435,45668,42,61
2436,86966,42,63
2437,44430,42,65
2438,24737,42,67
2439,211917,42,69
2440,536624,42,71
2441,88082,42,73
2442,137067,42,75
2443,360685,42,77
2444,318449,42,79
2445,116048,42,81
2446,42412,42,83
2447,114234,42,85
2448,46500,42,87
2449,166397,42,89
2450,819264,42,91
2451,18557,42,93
2452,300813,42,95
2453,93246,42,97
2454,45685,42,99
2455,1567442,42,101
2456,55949,42,103
2457,17093,42,105
2458,144590,42,107
2459,40444,42,109
2460,75522,42,111
2461,6328,42,113
2462,41666,42,115
2463,41877,42,117
2464,44954,42,119
2465,53119,42,121
2466,40396,42,123
2467,208261,42,125
2468,51198,42,127
2469,357956,42,129
2470,27800,42,131
2471,442867,42,133
2472,1056298,44,0
2473,49084,44,1
2474,164801,44,3
2475,82423,44,5
2476,633473,44,7
2477,126517,44,9
2478,4896146,45,0
2479,24932,45,1
2480,165829,45,3
2481,9433,45,5
2482,194692,45,7
2483,14880,45,9
2484,21725,45,11
2485,179589,45,13
2486,202786,45,15
2487,14781,45,17
2488,389262,45,19
2489,56194,45,21
2490,32267,45,23
2491,46017,45,25
2492,33775,45,27
2493,37731,45,29
2494,67548,45,31
2495,31234,45,33
2496,152478,45,35
2497,26514,45,37
2498,22747,45,39
2499,138900,45,41
2500,61298,45,43
2501,491863,45,45
2502,69838,45,47
2503,20049,45,49
2504,309199,45,51
2505,27824,45,53
2506,63603,45,55
2507,85842,45,57
2508,66623,45,59
2509,17896,45,61
2510,281833,45,63
2511,9706,45,65
2512,31747,45,67
2513,27494,45,69
2514,38012,45,71
2515,75713,45,73
2516,89208,45,75
2517,121691,45,77
2518,407051,45,79
2519,20053,45,81
2520,297302,45,83
2521,107480,45,85
2522,27777,45,87
2523,32535,45,89
2524,251195,45,91
2525,858469,46,0
2526,2733,46,3
2527,18372,46,5
2528,3423,46,7
2529,6985,46,9
2530,33897,46,11
2531,38785,46,13
2532,5281,46,15
2533,2095,46,17
2534,10283,46,19
2535,1397,46,21
2536,9383,46,23
2537,3659,46,25
2538,13964,46,27
2539,27939,46,29
2540,4197,46,31
2541,8446,46,33
2542,19858,46,35
2543,5539,46,37
2544,4333,46,39
2545,5685,46,41
2546,2977,46,43
2547,3999,46,45
2548,6867,46,47
2549,2337,46,49
2550,7142,46,51
2551,4201,46,53
2552,1861,46,55
2553,6047,46,57
2554,3348,46,59
2555,3385,46,61
2556,1267,46,63
2557,17555,46,65
2558,7301,46,67
2559,1397,46,69
2560,3321,46,71
2561,1997,46,73
2562,924,46,75
2563,4990,46,77
2564,12622,46,79
2565,24827,46,81
2566,52849,46,83
2567,3876,46,85
2568,5599,46,87
2569,2415,46,89
2570,4769,46,91
2571,26986,46,93
2572,2050,46,95
2573,2236,46,97
2574,185197,46,99
2575,6430,46,101
2576,14373,46,102
2577,108702,46,103
2578,3019,46,105
2579,2320,46,107
2580,10311,46,109
2581,2355,46,111
2582,6524,46,115
2583,2954,46,117
2584,1426,46,119
2585,9959,46,121
2586,5434,46,123
2587,8209,46,125
2588,14909,46,127
2589,5443,46,129
2590,22702,46,135
2591,2803,46,137
2592,6600299,47,0
2593,75749,47,1
2594,47183,47,3
2595,16129,47,5
2596,14502,47,7
2597,127253,47,9
2598,104091,47,11
2599,39752,47,13
2600,13840,47,15
2601,27910,47,17
2602,56486,47,19
2603,39741,47,21
2604,17471,47,23
2605,31709,47,25
2606,7771,47,27
2607,35162,47,29
2608,54277,47,31
2609,14601,47,33
2610,58229,47,35
2611,678889,47,37
2612,11660,47,39
2613,19182,47,41
2614,51487,47,43
2615,37893,47,45
2616,39165,47,47
2617,17917,47,49
2618,41449,47,51
2619,49399,47,53
2620,28946,47,55
2621,22846,47,57
2622,68580,47,59
2623,13441,47,61
2624,63402,47,63
2625,354098,47,65
2626,6572,47,67
2627,25707,47,69
2628,25756,47,71
2629,56471,47,73
2630,18023,47,75
2631,28015,47,77
2632,32147,47,79
2633,24363,47,81
2634,8149,47,83
2635,18135,47,85
2636,11509,47,87
2637,53240,47,89
2638,17830,47,91
2639,451324,47,93
2640,7576,47,95
2641,26936,47,97
2642,42564,47,99
2643,11854,47,101
2644,33743,47,103
2645,51130,47,105
2646,52639,47,107
2647,26066,47,109
2648,23177,47,111
2649,97610,47,113
2650,28487,47,115
2651,31552,47,117
2652,87757,47,119
2653,11830,47,121
2654,45771,47,123
2655,193479,47,125
2656,6322,47,127
2657,21498,47,129
2658,30639,47,131
2659,22129,47,133
2660,7929,47,135
2661,5146,47,137
2662,16773,47,139
2663,74553,47,141
2664,32526,47,143
2665,52753,47,145
2666,68570,47,147
2667,298612,47,149
2668,21950,47,151
2669,14811,47,153
2670,95946,47,155
2671,938069,47,157
2672,19295,47,159
2673,13259,47,161
2674,156791,47,163
2675,175989,47,165
2676,61870,47,167
2677,8042,47,169
2678,17860,47,171
2679,19119,47,173
2680,5677,47,175
2681,40435,47,177
2682,126302,47,179
2683,16748,47,181
2684,33960,47,183
2685,26521,47,185
2686,211672,47,187
2687,128911,47,189
2688,27469114,48,0
2689,57580,48,1
2690,18105,48,3
2691,88255,48,5
2692,25350,48,7
2693,8715,48,9
2694,1947,48,11
2695,48435,48,13
2696,29563,48,15
2697,7210,48,17
2698,21269,48,19
2699,80527,48,21
2700,3618,48,23
2701,32874,48,25
2702,334941,48,27
2703,1897753,48,29
2704,11004,48,31
2705,648,48,33
2706,17891,48,35
2707,93389,48,37
2708,346312,48,39
2709,215037,48,41
2710,9145,48,43
2711,1505,48,45
2712,7230,48,47
2713,37896,48,49
2714,17460,48,51
2715,45463,48,53
2716,40522,48,55
2717,21895,48,57
2718,13557,48,59
2719,422156,48,61
2720,12682,48,63
2721,5969,48,65
2722,30313,48,67
2723,7656,48,69
2724,38863,48,71
2725,51542,48,73
2726,7088,48,75
2727,10360,48,77
2728,2953,48,79
2729,3238,48,81
2730,8338,48,83
2731,914127,48,85
2732,3044,48,87
2733,20870,48,89
2734,129048,48,91
2735,13430,48,93
2736,4081,48,95
2737,39229,48,97
2738,75503,48,99
2739,1426,48,101
2740,5048,48,103
2741,3710,48,105
2742,5977,48,107
2743,2236,48,109
2744,7121,48,111
2745,2553385,48,113
2746,13520,48,115
2747,18952,48,117
2748,5217,48,119
2749,780612,48,121
2750,20797,48,123
2751,2206,48,125
2752,10980,48,127
2753,3499,48,129
2754,11388,48,131
2755,18171,48,133
2756,159436,48,135
2757,1894,48,137
2758,163632,48,139
2759,835593,48,141
2760,41122,48,143
2761,17142,48,145
2762,33693,48,147
2763,25110,48,149
2764,3827,48,151
2765,5901,48,153
2766,1220,48,155
2767,716087,48,157
2768,10651,48,159
2769,19691,48,161
2770,18793,48,163
2771,20051,48,165
2772,322225,48,167
2773,6415,48,169
2774,25963,48,171
2775,1315,48,173
2776,7531,48,175
2777,20573,48,177
2778,23210,48,179
2779,125467,48,181
2780,124108,48,183
2781,27512,48,185
2782,151249,48,187
2783,34360,48,189
2784,3138,48,191
2785,8159,48,193
2786,5610,48,195
2787,3840,48,197
2788,55865,48,199
2789,4538028,48,201
2790,66746,48,203
2791,6193,48,205
2792,5737,48,207
2793,194739,48,209
2794,4264,48,211
2795,79545,48,213
2796,842304,48,215
2797,34855,48,217
2798,23433,48,219
2799,55423,48,221
2800,36223,48,223
2801,22785,48,225
2802,37206,48,227
2803,3379,48,229
2804,89844,48,231
2805,21734,48,233
2806,1554,48,235
2807,8878,48,237
2808,14816,48,239
2809,35506,48,241
2810,2156,48,243
2811,254308,48,245
2812,5200,48,247
2813,41382,48,249
2814,159990,48,251
2815,19970,48,253
2816,14975,48,255
2817,114690,48,257
2818,40384,48,259
2819,407,48,261
2820,764,48,263
2821,50955,48,265
2822,4388,48,267
2823,282,48,269
2824,3549,48,271
2825,31857,48,273
2826,3860,48,275
2827,49440,48,277
2828,13385,48,279
2829,20588,48,281
2830,7631,48,283
2831,19836,48,285
2832,16898,48,287
2833,17086,48,289
2834,79654,48,291
2835,23320,48,293
2836,3569,48,295
2837,12229,48,297
2838,19796,48,299
2839,112,48,301
2840,299453,48,303
2841,5724,48,305
2842,8341,48,307
2843,245671,48,309
2844,820,48,311
2845,14065,48,313
2846,10160,48,315
2847,5641,48,317
2848,4032,48,319
2849,36770,48,321
2850,57706,48,323
2851,48417,48,325
2852,2164,48,327
2853,161077,48,329
2854,24513,48,331
2855,4900,48,333
2856,9067,48,335
2857,19262,48,337
2858,537559,48,339
2859,22255,48,341
2860,12516,48,343
2861,1148,48,345
2862,65664,48,347
2863,48323,48,349
2864,13986,48,351
2865,15107,48,353
2866,359715,48,355
2867,10747,48,357
2868,2069,48,359
2869,84260,48,361
2870,27895,48,363
2871,23766,48,365
2872,126042,48,367
2873,9749,48,369
2874,16203,48,371
2875,46972,48,373
2876,121802,48,375
2877,6876,48,377
2878,11161,48,379
2879,130269,48,381
2880,3792,48,383
2881,3307,48,385
2882,12455,48,387
2883,14732,48,389
2884,7289,48,391
2885,916,48,393
2886,16659,48,395
2887,90861,48,397
2888,10551,48,399
2889,53070,48,401
2890,10368,48,403
2891,8473,48,405
2892,27413,48,407
2893,67357,48,409
2894,5901,48,411
